pnl
953.1445885904403
872.5626470232646
1565.8385783072335
-1759.9926194019922
-350.1300037574768
-450.96290187968907
193.30561883496478
-364.8811045052362
0.0
584.741872315979
592.2118008261272
-1313.6335222234816
433.62212971908326
136.3408472802481
-5079.971241509756
-2454.2126046708845
-1147.9216321114434
-830.8896423366971
-845.678269946289
-2719.6726425933834
-1733.329286722268
-874.784085565567
-777.4564404417855
-802.1257962234133
-1733.6294690907068
-1364.173926055327
-126.77655251074907
0.0
605.7032042207322
1232.1258570021855
-295.36597424316403
-12.631453844706215
-1113.1356386137008
-2668.4729818930973
-1683.1050480095364
864.5724305900695
274.86341471694533
-3018.0251157279695
-4478.932639519964
-3530.103195472479
-5247.303266846793
-4670.113091082573
-8065.150651573352
-4335.851712085179
-6686.422057601383
-7194.684035076141
-4135.1496663911
-4751.796738662175
-5247.517159401519
-4140.734940085956
-4535.39277944088
-19.7623727506907
2145.26517881121
83.91228259376112
-1915.5719997304507
1175.913128311457
-647.9389280647399
2628.7786510367396
-995.4452066524506
823.9802117103576
3793.1625778820044
2259.0966120933535
1076.8832071044924
3296.2436597948076
2716.091099006653
4176.22862133789
4585.72536517334
208.4803515428543
2917.9029599464416
5611.837217784882
2188.5414211509706
1726.9872546386719
4447.746438824463
2329.3583324230194
1719.6738612480167
1842.9758556675379
1049.6633860575357
-1008.7349367478477
444.97077361987886
1387.3483555555556
-8.166014904978937
3958.3383126466783
838.0809583043779
866.7447882328215
-351.03764028204057
-602.4574931553433
580.0216087581998
153.87384490085176
-1701.4759285832965
-2723.429103132932
-227.99604007791183
-897.1143424119374
-1223.4360757259187
621.8563997483632
285.3944995622181
-600.7335770026314
1150.420011273
1763.7921635208377
-758.0754807003293
524.627372969482
-620.7335390778815
-1151.1589793478634
195.6594622255416
-1420.4818264410194
-1885.7576211446126
-3007.1304327541893
-750.993780749548
1012.8257357771979
634.6632692236158
-683.3570114686754
-1700.023617229734
-1205.8961548932755
-735.3534291294341
381.3663640359546
920.0119343739616
37.31264151313418
-115.45253738708493
600.8459135670753
-1789.3312445399283
342.52516688940864
-1963.326437472828
683.4078570131575
59.08436525132947
6.431507694598508
-771.4605327424608
-573.1916624572996
-1055.2812783370125
-1797.388858922418
270.6382041221619
-581.4532562449137
1706.3694210443405
-1276.5259978674935
-945.5776603190104
0.0
-1622.6466752661568
1179.6997227800157
-898.4863037609282
-4510.895938669613
-771.9717213775392
-1437.5400530934653
-56.40017194531754
